form	lemma	POS	morph
སྐབས་གསུམ་པ་	སྐབས་གསུམ་པ་	NO_POS
གཞི་ཤེས་	གཞི་ཤེས་	NO_POS
སྦྱོར་བ་	སྦྱོར་བ་	VERB
དེ་	དེ་	DET
འི་	གི་	PART
མཉམ་པ་ཉིད་	མཉམ་པ་ཉིད་	NOUN
སྒོམ་	སྒོམ་	VERB
ཚུལ་	ཚུལ་	NOUN
ཆོས་ཅན་	ཆོས་ཅན་	NOUN
།		PUNCT
རྣམ་པ་	རྣམ་པ་	NOUN
བཞི་	བཞི་	NUM
ཡོད་	ཡོད་	VERB
དེ་	སྟེ་	PART
།		PUNCT
གཟུགས་	གཟུགས་	NOUN
ལ་སོགས་པ་	ལ་སོགས་པ་	NO_POS
འི་	གི་	PART
ངོ་བོ་	ངོ་བོ་	NOUN
དང་	དང་	NO_POS
།		PUNCT
དེ་	དེ་	DET
འི་	གི་	PART
མཚན་མ་	མཚན་མ་	NOUN
དང་	དང་	NO_POS
།		PUNCT
དབྱེ་བ་	དབྱེ་བ་	VERB
འི་	གི་	PART
སྤྲོས་པ་	སྤྲོས་པ་	VERB
དང་	དང་	NO_POS
།		PUNCT
སྦྱོར་བ་	སྦྱོར་བ་	VERB
སོགས་	སོགས་	DET
ཀྱི་	གི་	PART
རྟོགས་པ་	རྟོགས་པ་	VERB
ལ་	ལ་	PART
རློམ་པ་	རློམ་པ་	VERB
མེད་པ་	མེད་པ་	VERB
བཞི་	བཞི་	NUM
ཡོད་པ་	ཡོད་པ་	VERB
ས་	གིས་	PART
སོ་	གོ་	PART
།།		PUNCT
གསུམ་པ་	གསུམ་པ་	NUM
		
འགྲེལ་པ་	འགྲེལ་པ་	NOUN
		
ནི་	ནི་	NO_POS
།		PUNCT
འགྲེལ་པ་	འགྲེལ་པ་	NOUN
།		PUNCT
གཟུགས་	གཟུགས་	NOUN
ལ་སོགས་པ་	ལ་སོགས་པ་	NO_POS
ལ་	ལ་	PART
མངོན་པ་	མངོན་པ་	OTHER
ཞེན་པ་	ཞེན་པ་	VERB
དང་	དང་	NO_POS
།		PUNCT
སྔོན་པོ་	སྔོན་པོ་	ADJ
ལ་སོགས་པ་	ལ་སོགས་པ་	NO_POS
འི་	གི་	PART
མཚན་མ་	མཚན་མ་	NOUN
དང་	དང་	NO_POS
།		PUNCT
སྤྲོས་པ་	སྤྲོས་པ་	VERB
དང་	དང་	NO_POS
རྟོགས་པ་	རྟོགས་པ་	VERB
འི་	གི་	PART
རློམ་པ་	རློམ་པ་	VERB
རྣམས་	རྣམས་	DET
རྣམ་པ་	རྣམ་པ་	NOUN
ཐམས་ཅད་	ཐམས་ཅད་	DET
དུ་	ལ་	PART
མི་	མི་	PART
དམིགས་པ་	དམིགས་པ་	VERB
ནི་	ནི་	NO_POS
སྦྱོར་བ་	སྦྱོར་བ་	VERB
འི་	གི་	PART
མཉམ་པ་ཉིད་	མཉམ་པ་ཉིད་	NOUN
ཡིན་	ཡིན་	NO_POS
ནོ་	གོ་	PART
།།		PUNCT
འགྲེལ་པ་	འགྲེལ་པ་	NOUN
འི་	གི་	PART
སྦྱོར་	སྦྱོར་	VERB
ཊཱིཀ་		NON_WORD
གཟུགས་	གཟུགས་	NOUN
ལ་སོགས་པ་	ལ་སོགས་པ་	NO_POS
འི་	གི་	PART
ངོ་བོ་	ངོ་བོ་	NOUN
ལ་	ལ་	PART
མངོན་པ་	མངོན་པ་	OTHER
ཞེན་པ་	ཞེན་པ་	VERB
འི་	གི་	PART
རློམ་པ་	རློམ་པ་	VERB
དང་	དང་	NO_POS
།		PUNCT
དེ་	དེ་	DET
འི་	གི་	PART
ཁྱད་པར་	ཁྱད་པར་	NOUN
སྔོན་པོ་	སྔོན་པོ་	ADJ
ལ་སོགས་པ་	ལ་སོགས་པ་	NO_POS
འི་	གི་	PART
མཚན་མ་	མཚན་མ་	NOUN
ལ་	ལ་	PART
དེ་	སྟེ་	PART
དང་	དང་	NO_POS
།		PUNCT
དབྱེ་བ་	དབྱེ་བ་	VERB
འི་	གི་	PART
སྤྲོས་པ་	སྤྲོས་པ་	VERB
ལ་	ལ་	PART
དེ་	སྟེ་	PART
དང་	དང་	NO_POS
།		PUNCT
ཡུལ་ཅན་	ཡུལ་ཅན་	NOUN
སྦྱོར་བ་	སྦྱོར་བ་	VERB
ལ་སོགས་པ་	ལ་སོགས་པ་	NO_POS
འི་	གི་	PART
རྟོགས་པ་	རྟོགས་པ་	VERB
ལ་	ལ་	PART
དམིགས་པ་	དམིགས་པ་	VERB
འི་	གི་	PART
རློམ་པ་	རློམ་པ་	VERB
རྣམས་	རྣམས་	DET
རྣམ་པ་	རྣམ་པ་	NOUN
ཐམས་ཅད་	ཐམས་ཅད་	DET
དུ་	ལ་	PART
བདེན་པ་	བདེན་པ་	VERB
ར་	ལ་	PART
མི་	མི་	PART
དམིགས་པ་	དམིགས་པ་	VERB
ར་	ལ་	PART
མཉམ་པ་ཉིད་	མཉམ་པ་ཉིད་	NOUN
དུ་	ལ་	PART
རྟོགས་	རྟོགས་	VERB
ན་	ནས་	PART
སྒོམ་པ་	སྒོམ་པ་	VERB
འི་	གི་	PART
ཐེག་ཆེན་	ཐེག་ཆེན་	NOUN
གྱི་	གི་	PART
སྦྱོར་བ་	སྦྱོར་བ་	VERB
འི་	གི་	PART
འཛིན་སྟངས་	འཛིན་སྟངས་	NOUN
ནི་	ནི་	NO_POS
ཆོས་ཅན་	ཆོས་ཅན་	NOUN
།		PUNCT
ཐེག་ཆེན་	ཐེག་ཆེན་	NOUN
སྦྱོར་བ་	སྦྱོར་བ་	VERB
འི་	གི་	PART
མཉམ་པ་ཉིད་	མཉམ་པ་ཉིད་	NOUN
ཡིན་	ཡིན་	NO_POS
ནོ་	གོ་	PART
སྟེ་	སྟེ་	PART
།		PUNCT
ཐེག་ཆེན་	ཐེག་ཆེན་	NOUN
གྱི་	གི་	PART
སྦྱོར་བ་	སྦྱོར་བ་	VERB
ལ་	ལ་	PART
རློམ་པ་	རློམ་པ་	VERB
སྐྱེ་	སྐྱེ་	VERB
ན་	ལ་	PART
གེགས་	གེགས་	NOUN
དེ་	སྟེ་	PART
བསལ་	བསལ་	VERB
ན་	ནས་	PART
མཉམ་པ་ཉིད་	མཉམ་པ་ཉིད་	NOUN
དུ་	ལ་	PART
སྒོམ་པ་	སྒོམ་པ་	VERB
འི་	གི་	PART
འཛིན་སྟངས་	འཛིན་སྟངས་	NOUN
ཡིན་པ་	ཡིན་པ་	AUX
ས་	གིས་	PART
སོ་	གོ་	PART
།།		PUNCT
གསུམ་པ་	གསུམ་པ་	NUM
གཞི་ཤེས་	གཞི་ཤེས་	NO_POS
ཀྱི་	གི་	PART
མཐོང་ལམ་	མཐོང་ལམ་	NOUN
ལ་	ལ་	PART
གསུམ་	གསུམ་	NUM
།		PUNCT
མཚམས་	མཚམས་	NOUN
སྦྱར་	སྦྱར་	VERB
།		PUNCT
ཡེ་ཤེས་	ཡེ་ཤེས་	NOUN
སྐད་ཅིག་མ་	སྐད་ཅིག་མ་	ADJ
མདོ་	མདོ་	NOUN
ར་	ལ་	PART
བསྟན་	བསྟན་	VERB
།		PUNCT
རྟོགས་པ་	རྟོགས་པ་	VERB
རྒྱས་པ་	རྒྱས་པ་	VERB
ར་	ལ་	PART
བཤད་པ་	བཤད་པ་	VERB
འོ་	གོ་	PART
། །		PUNCT
དང་པོ་	དང་པོ་	ADJ
ནི་	ནི་	NO_POS
།		PUNCT
འགྲེལ་པ་	འགྲེལ་པ་	NOUN
།		PUNCT
སྦྱོར་བ་	སྦྱོར་བ་	VERB
འི་	གི་	PART
མཉམ་པ་ཉིད་	མཉམ་པ་ཉིད་	NOUN
སོ་སོ་	སོ་སོ་	PRON
ར་	ལ་	PART
རྟོགས་	རྟོགས་	VERB
ན་	ནས་	PART
མཐོང་བ་	མཐོང་བ་	VERB
འི་	གི་	PART
ལམ་	གམ་	PART
སྒོམ་	སྒོམ་	VERB
དགོས་པ་	དགོས་པ་	VERB
ས་	གིས་	PART
མཐོང་བ་	མཐོང་བ་	VERB
འི་	གི་	PART
ལམ་	གམ་	PART
།		PUNCT
འགྲེལ་པ་	འགྲེལ་པ་	NOUN
འི་	གི་	PART
སྦྱོར་	སྦྱོར་	VERB
ཊཱིཀ་		NON_WORD
ཐེག་ཆེན་	ཐེག་ཆེན་	NOUN
སྦྱོར་བ་	སྦྱོར་བ་	VERB
འི་	གི་	PART
མཉམ་ཉིད་	མཉམ་ཉིད་	NOUN
ཀྱི་	གི་	PART
འོག་	འོག་	NOUN
ཏུ་	ལ་	PART
ཐེག་ཆེན་	ཐེག་ཆེན་	NOUN
གྱི་	གི་	PART
མཐོང་བ་	མཐོང་བ་	VERB
འི་	གི་	PART
ལམ་བསྟན་	ལམ་བསྟན་	NO_POS
ཏེ་	སྟེ་	PART
།		PUNCT
ཐེག་ཆེན་	ཐེག་ཆེན་	NOUN
སྦྱོར་བ་	སྦྱོར་བ་	VERB
འི་	གི་	PART
མཉམ་པ་ཉིད་	མཉམ་པ་ཉིད་	NOUN
སོ་སོ་	སོ་སོ་	PRON
ར་	ལ་	PART
རྟོགས་	རྟོགས་	VERB
ན་	ནས་	PART
ཐེག་ཆེན་	ཐེག་ཆེན་	NOUN
གྱི་	གི་	PART
མཐོང་བ་	མཐོང་བ་	VERB
འི་	གི་	PART
ལམ་	གམ་	PART
སྒོམ་	སྒོམ་	VERB
དགོས་པ་	དགོས་པ་	VERB
ས་	གིས་	PART
སོ་	གོ་	PART
།།		PUNCT
གཉིས་པ་	གཉིས་པ་	NUM
		
ཡེ་ཤེས་	ཡེ་ཤེས་	NOUN
སྐད་ཅིག་མ་	སྐད་ཅིག་མ་	ADJ
མདོ་	མདོ་	NOUN
ར་	ལ་	PART
བསྟན་	བསྟན་	VERB
		
ལ་	ལ་	PART
།		PUNCT
རྩ་བ་	རྩ་བ་	NOUN
།		PUNCT
འགྲེལ་པ་	འགྲེལ་པ་	NOUN
གཉིས་	གཉིས་	NUM
ལ་	ལ་	ADP
ས་	གིས་	PART
།		PUNCT
དང་པོ་	དང་པོ་	ADJ
		
རྩ་བ་	རྩ་བ་	NOUN
		
ནི་	ནི་	NO_POS
།		PUNCT
རྩ་བ་	རྩ་བ་	NOUN
།		PUNCT
སྡུག་བསྔལ་	སྡུག་བསྔལ་	NOUN
ལ་སོགས་	ལ་སོགས་	NO_POS
བདེན་པ་	བདེན་པ་	VERB
ལ་	ལ་	PART
།།		PUNCT
ཆོས་ཤེས་	ཆོས་ཤེས་	NO_POS
རྗེས་སུ་	རྗེས་སུ་	OTHER
ཤེས་པ་	ཤེས་པ་	VERB
དང་	དང་	NO_POS
།།		PUNCT
བཟོད་	བཟོད་	VERB
ཤེ་	ཤེ་	VERB
སྐད་ཅིག་	སྐད་ཅིག་	OTHER
བདག་ཉིད་	བདག་ཉིད་	NOUN
འདི་	འདི་	DET
།།		PUNCT
ཀུན་ཤེས་	ཀུན་ཤེས་	PROPN
ཚུལ་	ཚུལ་	NOUN
ལ་	ལ་	PART
མཐོང་བ་	མཐོང་བ་	VERB
འི་	གི་	PART
ལམ་	གམ་	PART
།།		PUNCT
		
རྩ་བ་	རྩ་བ་	NOUN
འི་	གི་	PART
སྦྱོར་	སྦྱོར་	VERB
ཊཱིཀ་		NON_WORD
སྡུག་བསྔལ་	སྡུག་བསྔལ་	NOUN
ལ་སོགས་པ་	ལ་སོགས་པ་	NO_POS
འི་	གི་	PART
བདེན་པ་	བདེན་པ་	VERB
བཞི་པོ་	བཞི་པོ་	NUM
སོ་སོ་	སོ་སོ་	PRON
ལ་	ལ་	PART
ཆོས་ཤེས་པ་	ཆོས་ཤེས་པ་	NO_POS
འི་	གི་	PART
བཟོད་པ་	བཟོད་པ་	VERB
དང་	དང་	NO_POS
ཆོས་ཤེས་པ་	ཆོས་ཤེས་པ་	NO_POS
དང་	དང་	NO_POS
རྗེས་སུ་	རྗེས་སུ་	OTHER
ཤེས་པ་	ཤེས་པ་	VERB
འི་	གི་	PART
བཟོད་པ་	བཟོད་པ་	VERB
དང་	དང་	NO_POS
རྗེས་སུ་	རྗེས་སུ་	OTHER
ཤེས་པ་	ཤེས་པ་	VERB
སྟེ་	སྟེ་	PART
བཞི་	བཞི་	NUM
བཞི་	བཞི་	NUM
ར་	ལ་	PART
ཕྱེ་བ་	ཕྱེ་བ་	VERB
འི་	གི་	PART
བྱང་འཕགས་	བྱང་འཕགས་	NO_POS
ཀྱི་	གི་	PART
བཟོད་	བཟོད་	VERB
ཤེ་	ཤེ་	VERB
སྐད་ཅིག་མ་	སྐད་ཅིག་མ་	ADJ
བཅུ་དྲུག་	བཅུ་དྲུག་	NO_POS
གི་	གི་	PART
བདག་ཉིད་	བདག་ཉིད་	NOUN
འདི་	འདི་	DET
ཆོས་ཅན་	ཆོས་ཅན་	NOUN
།		PUNCT
གཞི་	གཞི་	NOUN
ཀུན་ཤེས་པ་	ཀུན་ཤེས་པ་	PROPN
འི་	གི་	PART
ཚུལ་	ཚུལ་	NOUN
ལ་	ལ་	PART
བསྟན་པ་	བསྟན་པ་	VERB
འི་	གི་	PART
ཐེག་ཆེན་	ཐེག་ཆེན་	NOUN
གྱི་	གི་	PART
མཐོང་བ་	མཐོང་བ་	VERB
འི་	གི་	PART
ལམ་	གམ་	PART
ཡིན་	ཡིན་	NO_POS
ཏེ་	སྟེ་	PART
།		PUNCT
དེ་	དེ་	DET
འི་	གི་	PART
སྐབས་	སྐབས་	NOUN
སུ་	ལ་	PART
བསྟན་པ་	བསྟན་པ་	VERB
འི་	གི་	PART
ཐེག་ཆེན་	ཐེག་ཆེན་	NOUN
གྱི་	གི་	PART
བདེན་པ་	བདེན་པ་	VERB
མངོན་རྟོགས་	མངོན་རྟོགས་	NOUN
ཡིན་པ་	ཡིན་པ་	AUX
ས་	གིས་	PART
སོ་	གོ་	PART
།།		PUNCT
གཉིས་པ་	གཉིས་པ་	NUM
		
འགྲེལ་པ་	འགྲེལ་པ་	NOUN
		
ནི་	ནི་	NO_POS
།		PUNCT
འགྲེལ་པ་	འགྲེལ་པ་	NOUN
།		PUNCT
བདེན་པ་	བདེན་པ་	VERB
སོ་སོ་	སོ་སོ་	PRON
ལ་	ལ་	PART
ཆོས་ཤེས་པ་	ཆོས་ཤེས་པ་	NO_POS
འི་	གི་	PART
བཟོད་པ་	བཟོད་པ་	VERB
དང་	དང་	NO_POS
།		PUNCT
ཆོས་ཤེས་པ་	ཆོས་ཤེས་པ་	NO_POS
དང་	དང་	NO_POS
རྗེས་སུ་	རྗེས་སུ་	OTHER
ཤེས་པ་	ཤེས་པ་	VERB
འི་	གི་	PART
བཟོད་པ་	བཟོད་པ་	VERB
དང་	དང་	NO_POS
།		PUNCT
རྗེས་སུ་	རྗེས་སུ་	OTHER
ཤེས་པ་	ཤེས་པ་	VERB
སྟེ་	སྟེ་	PART
།		PUNCT
དེ་ལྟ་	དེ་ལྟ་	NO_POS
སྐད་ཅིག་མ་	སྐད་ཅིག་མ་	ADJ
བཅུ་དྲུག་	བཅུ་དྲུག་	NO_POS
གི་	གི་	PART
བདག་ཉིད་	བདག་ཉིད་	NOUN
ནི་	ནི་	NO_POS
།		PUNCT
ཐམས་ཅད་	ཐམས་ཅད་	DET
ཤེས་པ་	ཤེས་པ་	VERB
ཉིད་	ཉིད་	DET
ཀྱི་	གི་	PART
སྐབས་	སྐབས་	NOUN
སུ་	ལ་	PART
མཐོང་བ་	མཐོང་བ་	VERB
འི་	གི་	PART
ལམ་	གམ་	PART
ཡིན་	ཡིན་	NO_POS
ནོ་	གོ་	PART
།།		PUNCT
འགྲེལ་པ་	འགྲེལ་པ་	NOUN
འི་	གི་	PART
སྦྱོར་	སྦྱོར་	VERB
ཊཱིཀ་		NON_WORD
སྡུག་བསྔལ་	སྡུག་བསྔལ་	NOUN
ལ་སོགས་པ་	ལ་སོགས་པ་	NO_POS
འི་	གི་	PART
བདེན་པ་	བདེན་པ་	VERB
བཞི་པོ་	བཞི་པོ་	NUM
སོ་སོ་	སོ་སོ་	PRON
ལ་	ལ་	PART
ཆོས་ཤེས་པ་	ཆོས་ཤེས་པ་	NO_POS
འི་	གི་	PART
བཟོད་པ་	བཟོད་པ་	VERB
དང་	དང་	NO_POS
ཆོས་ཤེས་པ་	ཆོས་ཤེས་པ་	NO_POS
དང་	དང་	NO_POS
རྗེས་སུ་	རྗེས་སུ་	OTHER
ཤེས་པ་	ཤེས་པ་	VERB
འི་	གི་	PART
བཟོད་པ་	བཟོད་པ་	VERB
དང་	དང་	NO_POS
རྗེས་སུ་	རྗེས་སུ་	OTHER
ཤེས་པ་	ཤེས་པ་	VERB
སྟེ་	སྟེ་	PART
དེ་ལྟ་	དེ་ལྟ་	NO_POS
བྱང་སེམས་	བྱང་སེམས་	NOUN
ཀྱི་	གི་	PART
བཟོད་	བཟོད་	VERB
ཤེ་	ཤེ་	VERB
སྐད་ཅིག་མ་	སྐད་ཅིག་མ་	ADJ
བཅུ་དྲུག་	བཅུ་དྲུག་	NO_POS
གི་	གི་	PART
བདག་ཉིད་	བདག་ཉིད་	NOUN
ནི་	ནི་	NO_POS
ཆོས་ཅན་	ཆོས་ཅན་	NOUN
།		PUNCT
གཞི་	གཞི་	NOUN
ཐམས་ཅད་	ཐམས་ཅད་	DET
ཤེས་པ་	ཤེས་པ་	VERB
གཞི་ཤེས་	གཞི་ཤེས་	NO_POS
ཉིད་	ཉིད་	DET
ཀྱི་	གི་	PART
སྐབས་	སྐབས་	NOUN
སུ་	ལ་	PART
བསྟན་པ་	བསྟན་པ་	VERB
འི་	གི་	PART
ཐེག་ཆེན་	ཐེག་ཆེན་	NOUN
གྱི་	གི་	PART
མཐོང་བ་	མཐོང་བ་	VERB
འི་	གི་	PART
ལམ་	གམ་	PART
ཡིན་	ཡིན་	NO_POS
ནོ་	གོ་	PART
སྟེ་	སྟེ་	PART
།		PUNCT
དེ་	དེ་	DET
ར་	ལ་	PART
བསྟན་པ་	བསྟན་པ་	VERB
འི་	གི་	PART
ཐེག་ཆེན་	ཐེག་ཆེན་	NOUN
གྱི་	གི་	PART
བདེན་པ་	བདེན་པ་	VERB
མངོན་རྟོགས་	མངོན་རྟོགས་	NOUN
ཡིན་པ་	ཡིན་པ་	AUX
ས་	གིས་	PART
སོ་	གོ་	PART
།།		PUNCT
གསུམ་པ་	གསུམ་པ་	NUM
རྟོགས་པ་	རྟོགས་པ་	VERB
རྒྱས་པ་	རྒྱས་པ་	VERB
ར་	ལ་	PART
བཤད་པ་	བཤད་པ་	VERB
ལ་	ལ་	PART
གསུམ་	གསུམ་	NUM
